Role,University,Localization,Faculty,Gender,Academic_Age,Age
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
PO,Univ. CAGLIARI,Island,ECONOMIA,M,19,51
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
RU,Univ. Bocconi MILANO,North,ECONOMIA,M,16,50
PO,Univ. BOLOGNA,North,SCIENZE STATISTICHE,F,32,66
PO,Univ. BOLOGNA,North,SCIENZE STATISTICHE,F,32,66
PO,Univ. BOLOGNA,North,SCIENZE STATISTICHE,F,32,66
PO,Univ. BOLOGNA,North,SCIENZE STATISTICHE,F,32,66
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. PERUGIA,Centre,SCIENZE POLITICHE,M,29,56
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. SANNIO (BN),South,GIURISPRUDENZA,F,14,48
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PO,Univ. BARI,South,ECONOMIA,M,20,61
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. MODENA e R. E.,North,ECONOMIA,F,11,41
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PA,Univ. PADOVA,North,SCIENZE POLITICHE,F,12,43
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
PO,Univ. ROMA TRE,Centre,ECONOMIA,F,32,60
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. MESSINA,Island,SCIENZE POLITICHE,M,6,45
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
RU,Univ. PALERMO,Island,ECONOMIA,M,7,40
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
PO,Univ. Bocconi MILANO,North,ECONOMIA,M,32,65
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. CAGLIARI,Island,SCIENZE MAT.FIS.NAT.,F,8,43
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. ROMA TRE,Centre,ECONOMIA,F,7,45
RU,Univ. SIENA,Centre,ECONOMIA,F,22,51
RU,Univ. SIENA,Centre,ECONOMIA,F,22,51
RU,Univ. SIENA,Centre,ECONOMIA,F,22,51
RU,Univ. SIENA,Centre,ECONOMIA,F,22,51
RU,Univ. SIENA,Centre,ECONOMIA,F,22,51
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
PA,Univ. BERGAMO,North,INGEGNERIA,F,14,45
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,Univ. BERGAMO,North,INGEGNERIA,F,7,43
RU,LUSPIO - ROMA,Centre,ECONOMIA,M,8,43
RU,LUSPIO - ROMA,Centre,ECONOMIA,M,8,43
RU,LUSPIO - ROMA,Centre,ECONOMIA,M,8,43
RU,LUSPIO - ROMA,Centre,ECONOMIA,M,8,43
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. SALERNO,South,ECONOMIA,F,10,40
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. CHIETI-PESCARA,Centre,SCIENZE MANAGERIALI,F,15,48
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PA,Univ. TRENTO,North,ECONOMIA,M,18,50
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
PO,Univ. MESSINA,Island,SC. della FORMAZIONE,M,10,44
